label,K2HPO4_(mM),KH2PO4_(mM),Na2HPO4_(mM),Glucose_(mM),(NH4)2SO4_(mM),NH4Cl_(mM),Alanine_(mM),Arginine/HCl_(mM),Asparagine/H2O_(mM),AsparticAcid_(mM),Cystine/HCl/H2O_(mM),GlutamicAcid/HCl_(mM),Glutamine_(mM),Glycine_(mM),Histidine/HCl/H2O_(mM),Isoleucine_(mM),Leucine_(mM),Lysine/HCl_(mM),Methionine_(mM),Phenylalanine_(mM),Proline_(mM),Serine_(mM),Threonine_(mM),Tryptophan_(mM),Tyrosine_(mM),Valine_(mM),KCl_(mM),NaCl_(mM),MgSO4/7H2O_(mM),MgCl2/6H2O_(mM),CaCl2/2H2O_(mM),CaSO4/2H2O_(mM),Na3C6H5O7/2H2O_(mM),Na2S2O3/5H2O_(mM),FeSO4/7H2O_(mM),CuSO4/5H2O_(mM),Na2MoO4/2H2O_(mM),ZuSO4/7H2O_(mM),Thiamine/HCl_(mM),Pyridoxine_(mM),FolicAcid_(mM),Riboflavin_(mM),H3BO3_(mM),AminobenzoicAcid_(mM)
Curve10425,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,2.0,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10426,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,2.0,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10427,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,2.0,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10428,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,2.0,2.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10429,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10430,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10431,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10432,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10433,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10434,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10435,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10436,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10437,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10438,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10439,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10440,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10441,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.02,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10442,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.02,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10443,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.02,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10444,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.02,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10445,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.02,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10446,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.02,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10447,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.02,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10448,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.02,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10449,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.02,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10450,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.02,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10451,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.02,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10452,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.02,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10453,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.2,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10454,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.2,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10455,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.2,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10456,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.2,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10457,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.2,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10458,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.2,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10459,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.2,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10460,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.2,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10461,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.2,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10462,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.2,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10463,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.2,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10464,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,0.2,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10465,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,10.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10466,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,10.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10467,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,10.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10468,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,10.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10469,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,10.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10470,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,10.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10471,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,10.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10472,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,10.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10473,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,10.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10474,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,10.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10475,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,10.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10476,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,10.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10477,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,20.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10478,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,20.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10479,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,20.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10480,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,20.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10481,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,20.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10482,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,20.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10483,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,20.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10484,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,20.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10485,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,20.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10486,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,20.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10487,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,20.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10488,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,20.0,1.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10489,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,0.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10490,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,0.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10491,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,0.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10492,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,0.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10493,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,0.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10494,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,0.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
Curve10495,61.5,0.0385,0.0,20.0,1.0,1.0,2.0,0.2,2.0,0.2,0.0,2.0,2.0,0.02,0.002,0.002,2.0,0.02,0.0,0.02,2.0,2.0,0.02,0.2,1.0,0.2,2.0,0.0,10.0,1.0,1.0,0.05,2.0,0.0,0.005,0.0001,0.001,1.0e-5,0.01,0.002,0.0,0.005,0.8,0.0
