label,K2HPO4_(mM),KH2PO4_(mM),Na2HPO4_(mM),Glucose_(mM),(NH4)2SO4_(mM),NH4Cl_(mM),Alanine_(mM),Arginine/HCl_(mM),Asparagine/H2O_(mM),AsparticAcid_(mM),Cystine/HCl/H2O_(mM),GlutamicAcid/HCl_(mM),Glutamine_(mM),Glycine_(mM),Histidine/HCl/H2O_(mM),Isoleucine_(mM),Leucine_(mM),Lysine/HCl_(mM),Methionine_(mM),Phenylalanine_(mM),Proline_(mM),Serine_(mM),Threonine_(mM),Tryptophan_(mM),Tyrosine_(mM),Valine_(mM),KCl_(mM),NaCl_(mM),MgSO4/7H2O_(mM),MgCl2/6H2O_(mM),CaCl2/2H2O_(mM),CaSO4/2H2O_(mM),Na3C6H5O7/2H2O_(mM),Na2S2O3/5H2O_(mM),FeSO4/7H2O_(mM),CuSO4/5H2O_(mM),Na2MoO4/2H2O_(mM),ZuSO4/7H2O_(mM),Thiamine/HCl_(mM),Pyridoxine_(mM),FolicAcid_(mM),Riboflavin_(mM),H3BO3_(mM),AminobenzoicAcid_(mM)
Cond00820,123.0,77.0,63.45,200.0,10.0,10.0,0.2,0.002,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00821,123.0,77.0,63.45,200.0,10.0,10.0,0.2,0.02,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00822,123.0,77.0,63.45,200.0,10.0,10.0,0.2,0.2,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00823,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00824,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.02,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00825,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.2,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00826,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,2.0,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00827,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.0,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00828,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.02,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00829,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.2,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00830,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,2.0,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00831,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.0,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00832,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.02,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00833,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.2,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00834,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,2.0,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00835,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.0,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00836,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.002,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00837,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.02,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00838,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,2.0,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00839,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.0,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00840,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.002,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00841,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.02,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00842,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,2.0,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00843,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.0,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00844,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.02,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00845,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.2,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00846,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,2.0,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00847,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.0,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00848,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.002,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00849,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.02,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00850,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,2.0,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00851,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.0,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00852,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.002,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00853,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.02,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00854,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,2.0,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00855,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.0,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00856,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.02,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00857,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.2,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00858,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,2.0,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00859,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,0.0,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00860,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,0.002,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00861,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,0.02,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00862,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,0.2,2.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00863,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,0.0,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00864,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,0.002,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00865,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,0.02,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00866,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,0.2,0.2,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00867,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.0,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00868,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.002,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00869,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.02,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00870,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,2.0,0.002,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00871,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.0,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00872,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.02,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00873,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.2,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00874,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,2.0,0.002,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00875,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.0,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00876,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.02,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00877,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.2,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00878,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,2.0,0.2,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00879,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.0,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00880,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.002,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00881,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.02,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00882,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,2.0,0.002,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00883,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.0,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00884,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.02,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00885,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.2,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00886,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,2.0,0.1,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00887,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.0,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00888,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.001,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00889,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.01,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
Cond00890,123.0,77.0,63.45,200.0,10.0,10.0,0.2,2.0,0.002,0.002,0.002,0.2,0.2,0.002,0.2,0.2,0.002,2.0,2.0,0.2,0.002,0.002,0.2,0.002,0.805,0.002,0.02,10.0,1.0,0.01,0.001,0.0005,0.2,5.0,0.05,0.001,0.01,0.01,0.0001,0.0002,5e-06,5e-05,0.0008,0.01
